Timestamp,Absolute_Pressure (hPa)
2025-07-08 19:36:02.727,999.80
2025-07-08 19:36:02.932,999.80
2025-07-08 19:36:03.136,999.80
2025-07-08 19:36:03.348,999.30
2025-07-08 19:36:03.550,999.30
2025-07-08 19:36:03.754,1000.10
2025-07-08 19:36:03.955,1000.10
2025-07-08 19:36:04.156,1000.20
2025-07-08 19:36:04.357,1000.20
2025-07-08 19:36:04.559,1000.20
2025-07-08 19:36:04.760,999.60
2025-07-08 19:36:04.961,999.60
2025-07-08 19:36:05.163,1000.00
2025-07-08 19:36:05.364,1000.00
2025-07-08 19:36:05.565,1000.00
2025-07-08 19:36:05.766,999.80
2025-07-08 19:36:05.967,999.80
2025-07-08 19:36:06.168,999.70
2025-07-08 19:36:06.369,999.70
2025-07-08 19:36:06.571,999.70
2025-07-08 19:36:06.772,999.80
2025-07-08 19:36:06.973,999.80
2025-07-08 19:36:07.174,999.80
2025-07-08 19:36:07.375,999.80
2025-07-08 19:36:07.576,999.80
2025-07-08 19:36:07.777,999.70
2025-07-08 19:36:07.983,999.70
2025-07-08 19:36:08.184,1000.10
2025-07-08 19:36:08.385,1000.10
2025-07-08 19:36:08.586,1000.10
2025-07-08 19:36:08.787,999.90
2025-07-08 19:36:08.988,999.90
2025-07-08 19:36:09.189,999.70
2025-07-08 19:36:09.391,999.70
2025-07-08 19:36:09.592,999.70
2025-07-08 19:36:09.793,1000.10
2025-07-08 19:36:09.995,1000.10
2025-07-08 19:36:10.196,999.30
2025-07-08 19:36:10.397,999.30
2025-07-08 19:36:10.599,999.30
2025-07-08 19:36:10.800,999.90
2025-07-08 19:36:11.001,999.90
2025-07-08 19:36:11.202,1000.30
2025-07-08 19:36:11.404,1000.30
2025-07-08 19:36:11.605,1000.30
2025-07-08 19:36:11.806,999.70
2025-07-08 19:36:12.007,999.70
2025-07-08 19:36:12.208,1000.00
2025-07-08 19:36:12.409,1000.00
2025-07-08 19:36:12.611,1000.00
2025-07-08 19:36:12.812,1000.40
2025-07-08 19:36:13.024,1000.40
2025-07-08 19:36:13.225,999.50
2025-07-08 19:36:13.426,999.50
2025-07-08 19:36:13.627,999.50
2025-07-08 19:36:13.828,1000.10
2025-07-08 19:36:14.030,1000.10
2025-07-08 19:36:14.231,999.20
2025-07-08 19:36:14.432,999.20
2025-07-08 19:36:14.633,999.20
2025-07-08 19:36:14.834,999.60
2025-07-08 19:36:15.035,999.60
2025-07-08 19:36:15.237,999.80
2025-07-08 19:36:15.439,999.80
2025-07-08 19:36:15.640,999.80
2025-07-08 19:36:15.841,1000.10
2025-07-08 19:36:16.043,1000.10
2025-07-08 19:36:16.244,999.60
2025-07-08 19:36:16.445,999.60
2025-07-08 19:36:16.646,999.60
2025-07-08 19:36:16.848,1000.00
2025-07-08 19:36:17.049,1000.00
2025-07-08 19:36:17.251,999.90
2025-07-08 19:36:17.452,999.90
2025-07-08 19:36:17.653,1000.20
2025-07-08 19:36:17.855,1000.20
2025-07-08 19:36:18.061,1000.20
2025-07-08 19:36:18.263,1000.00
2025-07-08 19:36:18.464,1000.00
2025-07-08 19:36:18.665,999.90
2025-07-08 19:36:18.866,999.90
2025-07-08 19:36:19.067,999.90
2025-07-08 19:36:19.268,999.70
2025-07-08 19:36:19.469,999.70
2025-07-08 19:36:19.670,1000.30
2025-07-08 19:36:19.871,1000.30
2025-07-08 19:36:20.073,1000.30
2025-07-08 19:36:20.274,999.90
2025-07-08 19:36:20.475,999.90
2025-07-08 19:36:20.676,1000.10
2025-07-08 19:36:20.878,1000.10
2025-07-08 19:36:21.079,1000.10
2025-07-08 19:36:21.280,999.60
2025-07-08 19:36:21.481,999.60
2025-07-08 19:36:21.682,999.60
2025-07-08 19:36:21.883,999.60
2025-07-08 19:36:22.085,999.60
2025-07-08 19:36:22.286,999.80
2025-07-08 19:36:22.487,999.80
2025-07-08 19:36:22.688,1000.10
2025-07-08 19:36:22.889,1000.10
2025-07-08 19:36:23.094,1000.10
2025-07-08 19:36:23.295,999.60
2025-07-08 19:36:23.497,999.60
2025-07-08 19:36:23.698,1000.00
2025-07-08 19:36:23.899,1000.00
2025-07-08 19:36:24.100,1000.00
2025-07-08 19:36:24.302,1000.40
2025-07-08 19:36:24.503,1000.40
2025-07-08 19:36:24.704,999.60
2025-07-08 19:36:24.905,999.60
2025-07-08 19:36:25.106,999.60
2025-07-08 19:36:25.307,999.80
2025-07-08 19:36:25.508,999.80
2025-07-08 19:36:25.709,999.90
2025-07-08 19:36:25.910,999.90
2025-07-08 19:36:26.112,999.90
2025-07-08 19:36:26.313,1000.10
2025-07-08 19:36:26.514,1000.10
2025-07-08 19:36:26.715,999.90
2025-07-08 19:36:26.916,999.90
2025-07-08 19:36:27.118,999.90
2025-07-08 19:36:27.319,1000.00
2025-07-08 19:36:27.520,1000.00
2025-07-08 19:36:27.721,999.70
2025-07-08 19:36:27.923,999.70
2025-07-08 19:36:28.127,999.70
2025-07-08 19:36:28.329,1000.10
2025-07-08 19:36:28.533,1000.10
2025-07-08 19:36:28.737,999.40
2025-07-08 19:36:28.943,999.40
2025-07-08 19:36:29.147,999.40
2025-07-08 19:36:29.353,999.90
2025-07-08 19:36:29.557,999.90
2025-07-08 19:36:29.760,1000.00
2025-07-08 19:36:29.964,1000.00
2025-07-08 19:36:30.168,1000.00
2025-07-08 19:36:30.371,1000.00
2025-07-08 19:36:30.575,1000.00
2025-07-08 19:36:30.779,999.70
2025-07-08 19:36:30.983,999.70
2025-07-08 19:36:31.190,999.60
2025-07-08 19:36:31.395,999.60
2025-07-08 19:36:31.600,999.60
2025-07-08 19:36:31.801,999.90
2025-07-08 19:36:32.002,999.90
2025-07-08 19:36:32.203,1000.10
2025-07-08 19:36:32.405,1000.10
2025-07-08 19:36:32.606,1000.10
2025-07-08 19:36:32.807,1000.20
2025-07-08 19:36:33.009,1000.20
2025-07-08 19:36:33.213,999.90
2025-07-08 19:36:33.415,999.90
2025-07-08 19:36:33.616,999.90
2025-07-08 19:36:33.817,1000.00
2025-07-08 19:36:34.018,1000.00
2025-07-08 19:36:34.219,1000.00
2025-07-08 19:36:34.420,1000.00
2025-07-08 19:36:34.621,1000.00
2025-07-08 19:36:34.823,999.60
2025-07-08 19:36:35.024,999.60
2025-07-08 19:36:35.225,999.80
2025-07-08 19:36:35.426,999.80
2025-07-08 19:36:35.629,999.80
2025-07-08 19:36:35.831,999.90
2025-07-08 19:36:36.032,999.90
2025-07-08 19:36:36.233,1000.00
2025-07-08 19:36:36.434,1000.00
2025-07-08 19:36:36.636,1000.00
2025-07-08 19:36:36.839,1000.00
2025-07-08 19:36:37.043,1000.00
2025-07-08 19:36:37.246,1000.40
2025-07-08 19:36:37.447,1000.40
2025-07-08 19:36:37.648,1000.00
2025-07-08 19:36:37.849,1000.00
2025-07-08 19:36:38.050,1000.00
2025-07-08 19:36:38.255,999.50
2025-07-08 19:36:38.456,999.50
2025-07-08 19:36:38.660,1000.10
2025-07-08 19:36:38.861,1000.10
2025-07-08 19:36:39.066,1000.10
2025-07-08 19:36:39.269,999.80
2025-07-08 19:36:39.472,999.80
2025-07-08 19:36:39.675,1013.40
2025-07-08 19:36:39.879,1013.40
2025-07-08 19:36:40.082,1013.40
2025-07-08 19:36:40.286,1019.30
2025-07-08 19:36:40.489,1019.30
2025-07-08 19:36:40.692,1022.10
2025-07-08 19:36:40.895,1022.10
2025-07-08 19:36:41.099,1022.10
2025-07-08 19:36:41.303,1022.70
2025-07-08 19:36:41.507,1022.70
2025-07-08 19:36:41.710,1022.90
2025-07-08 19:36:41.913,1022.90
2025-07-08 19:36:42.117,1022.90
2025-07-08 19:36:42.321,1024.40
2025-07-08 19:36:42.524,1024.40
2025-07-08 19:36:42.728,1026.30
2025-07-08 19:36:42.931,1026.30
2025-07-08 19:36:43.135,1026.30
2025-07-08 19:36:43.352,1033.40
2025-07-08 19:36:43.555,1033.40
2025-07-08 19:36:43.759,1035.40
2025-07-08 19:36:43.963,1035.40
2025-07-08 19:36:44.168,1029.60
2025-07-08 19:36:44.372,1029.60
2025-07-08 19:36:44.575,1029.60
2025-07-08 19:36:44.780,1026.60
2025-07-08 19:36:44.984,1026.60
2025-07-08 19:36:45.185,1028.50
2025-07-08 19:36:45.388,1028.50
2025-07-08 19:36:45.592,1028.50
2025-07-08 19:36:45.796,1034.00
2025-07-08 19:36:45.999,1034.00
2025-07-08 19:36:46.203,1037.80
2025-07-08 19:36:46.406,1037.80
2025-07-08 19:36:46.609,1037.80
2025-07-08 19:36:46.812,1043.00
2025-07-08 19:36:47.016,1043.00
2025-07-08 19:36:47.220,1048.90
2025-07-08 19:36:47.424,1048.90
2025-07-08 19:36:47.627,1048.90
2025-07-08 19:36:47.831,1056.00
2025-07-08 19:36:48.036,1056.00
2025-07-08 19:36:48.243,1056.50
2025-07-08 19:36:48.460,1056.50
2025-07-08 19:36:48.665,1056.50
2025-07-08 19:36:48.869,1056.50
2025-07-08 19:36:49.073,1056.50
2025-07-08 19:36:49.278,1056.30
2025-07-08 19:36:49.482,1056.30
2025-07-08 19:36:49.687,1056.10
2025-07-08 19:36:49.890,1056.10
2025-07-08 19:36:50.094,1056.10
2025-07-08 19:36:50.298,1056.10
2025-07-08 19:36:50.502,1056.10
2025-07-08 19:36:50.705,1056.30
2025-07-08 19:36:50.908,1056.30
2025-07-08 19:36:51.112,1056.30
2025-07-08 19:36:51.315,1057.20
2025-07-08 19:36:51.516,1057.20
2025-07-08 19:36:51.720,1056.10
2025-07-08 19:36:51.924,1056.10
2025-07-08 19:36:52.127,1056.10
2025-07-08 19:36:52.331,1054.70
2025-07-08 19:36:52.537,1054.70
2025-07-08 19:36:52.742,1052.50
2025-07-08 19:36:52.944,1052.50
2025-07-08 19:36:53.146,1044.80
2025-07-08 19:36:53.349,1044.80
2025-07-08 19:36:53.565,1044.80
2025-07-08 19:36:53.769,1024.40
2025-07-08 19:36:53.972,1024.40
2025-07-08 19:36:54.176,1002.20
2025-07-08 19:36:54.379,1002.20
2025-07-08 19:36:54.582,1002.20
2025-07-08 19:36:54.788,1002.20
2025-07-08 19:36:54.991,1002.20
2025-07-08 19:36:55.196,1002.30
2025-07-08 19:36:55.399,1002.30
2025-07-08 19:36:55.603,1002.30
2025-07-08 19:36:55.807,1002.30
2025-07-08 19:36:56.012,1002.30
2025-07-08 19:36:56.216,1002.40
2025-07-08 19:36:56.419,1002.40
2025-07-08 19:36:56.623,1002.40
2025-07-08 19:36:56.827,1001.90
2025-07-08 19:36:57.031,1001.90
2025-07-08 19:36:57.236,1008.90
2025-07-08 19:36:57.440,1008.90
2025-07-08 19:36:57.644,1008.90
2025-07-08 19:36:57.852,1012.10
2025-07-08 19:36:58.058,1012.10
2025-07-08 19:36:58.261,1015.70
2025-07-08 19:36:58.465,1015.70
2025-07-08 19:36:58.666,1020.30
2025-07-08 19:36:58.869,1020.30
2025-07-08 19:36:59.073,1020.30
2025-07-08 19:36:59.277,1025.60
2025-07-08 19:36:59.478,1025.60
2025-07-08 19:36:59.679,1031.80
2025-07-08 19:36:59.880,1031.80
2025-07-08 19:37:00.081,1031.80
2025-07-08 19:37:00.282,1038.30
2025-07-08 19:37:00.483,1038.30
2025-07-08 19:37:00.684,1044.40
2025-07-08 19:37:00.885,1044.40
2025-07-08 19:37:01.087,1044.40
2025-07-08 19:37:01.288,1051.00
2025-07-08 19:37:01.489,1051.00
2025-07-08 19:37:01.690,1057.10
2025-07-08 19:37:01.891,1057.10
2025-07-08 19:37:02.092,1057.10
2025-07-08 19:37:02.293,1056.60
2025-07-08 19:37:02.494,1056.60
2025-07-08 19:37:02.696,1056.40
2025-07-08 19:37:02.897,1056.40
2025-07-08 19:37:03.098,1056.40
2025-07-08 19:37:03.299,1056.70
2025-07-08 19:37:03.500,1056.70
2025-07-08 19:37:03.701,1056.90
2025-07-08 19:37:03.902,1056.90
2025-07-08 19:37:04.103,1056.90
2025-07-08 19:37:04.304,1056.70
2025-07-08 19:37:04.511,1056.70
2025-07-08 19:37:04.712,1056.80
2025-07-08 19:37:04.913,1056.80
2025-07-08 19:37:05.115,1056.80
2025-07-08 19:37:05.316,1056.60
2025-07-08 19:37:05.517,1056.60
2025-07-08 19:37:05.719,1056.50
2025-07-08 19:37:05.920,1056.50
2025-07-08 19:37:06.121,1056.50
2025-07-08 19:37:06.322,1050.70
2025-07-08 19:37:06.523,1050.70
2025-07-08 19:37:06.724,1035.50
2025-07-08 19:37:06.925,1035.50
2025-07-08 19:37:07.126,1035.50
2025-07-08 19:37:07.327,1013.60
2025-07-08 19:37:07.528,1013.60
2025-07-08 19:37:07.730,1002.30
2025-07-08 19:37:07.931,1002.30
2025-07-08 19:37:08.132,1002.30
2025-07-08 19:37:08.334,1002.40
2025-07-08 19:37:08.535,1002.40
2025-07-08 19:37:08.736,1002.20
2025-07-08 19:37:08.937,1002.20
2025-07-08 19:37:09.138,1002.20
2025-07-08 19:37:09.340,1002.70
2025-07-08 19:37:09.546,1002.70
2025-07-08 19:37:09.747,1002.10
2025-07-08 19:37:09.948,1002.10
2025-07-08 19:37:10.149,1002.00
2025-07-08 19:37:10.351,1002.00
2025-07-08 19:37:10.552,1002.00
2025-07-08 19:37:10.753,1002.20
2025-07-08 19:37:10.954,1002.20
2025-07-08 19:37:11.155,1002.10
2025-07-08 19:37:11.356,1002.10
2025-07-08 19:37:11.557,1002.10
2025-07-08 19:37:11.759,1002.10
2025-07-08 19:37:11.960,1002.10
2025-07-08 19:37:12.161,1001.90
2025-07-08 19:37:12.362,1001.90
2025-07-08 19:37:12.563,1001.90
2025-07-08 19:37:12.764,1002.20
2025-07-08 19:37:12.966,1002.20
2025-07-08 19:37:13.167,1002.00
2025-07-08 19:37:13.368,1002.00
2025-07-08 19:37:13.570,1002.00
2025-07-08 19:37:13.773,1002.60
2025-07-08 19:37:13.974,1002.60
2025-07-08 19:37:14.176,1002.10
2025-07-08 19:37:14.377,1002.10
2025-07-08 19:37:14.583,1002.10
2025-07-08 19:37:14.784,1002.30
2025-07-08 19:37:14.986,1002.30
2025-07-08 19:37:15.187,1002.10
2025-07-08 19:37:15.388,1002.10
2025-07-08 19:37:15.589,1002.10
2025-07-08 19:37:15.790,1002.20
2025-07-08 19:37:15.991,1002.20
2025-07-08 19:37:16.193,1001.90
2025-07-08 19:37:16.394,1001.90
2025-07-08 19:37:16.595,1001.90
2025-07-08 19:37:16.796,1002.40
2025-07-08 19:37:16.997,1002.40
2025-07-08 19:37:17.198,1001.70
2025-07-08 19:37:17.399,1001.70
2025-07-08 19:37:17.600,1001.70
2025-07-08 19:37:17.801,1002.10
2025-07-08 19:37:18.002,1002.10
2025-07-08 19:37:18.203,1001.90
2025-07-08 19:37:18.405,1001.90
2025-07-08 19:37:18.606,1001.90
2025-07-08 19:37:18.807,1002.40
2025-07-08 19:37:19.008,1002.40
2025-07-08 19:37:19.209,1002.10
2025-07-08 19:37:19.410,1002.10
2025-07-08 19:37:19.615,1002.10
2025-07-08 19:37:19.816,1002.00
2025-07-08 19:37:20.017,1002.00
2025-07-08 19:37:20.218,1002.00
2025-07-08 19:37:20.419,1002.00
2025-07-08 19:37:20.620,1002.00
2025-07-08 19:37:20.821,1002.20
2025-07-08 19:37:21.022,1002.20
2025-07-08 19:37:21.223,1002.40
2025-07-08 19:37:21.424,1002.40
2025-07-08 19:37:21.625,1002.40
2025-07-08 19:37:21.827,1002.20
2025-07-08 19:37:22.028,1002.20
2025-07-08 19:37:22.229,1002.30
2025-07-08 19:37:22.430,1002.30
2025-07-08 19:37:22.631,1002.30
2025-07-08 19:37:22.832,1002.10
2025-07-08 19:37:23.033,1002.10
2025-07-08 19:37:23.234,1002.70
2025-07-08 19:37:23.435,1002.70
2025-07-08 19:37:23.637,1002.70
2025-07-08 19:37:23.838,1002.10
2025-07-08 19:37:24.039,1002.10
2025-07-08 19:37:24.240,1002.10
2025-07-08 19:37:24.440,1002.10
2025-07-08 19:37:24.646,1002.20
2025-07-08 19:37:24.848,1002.20
2025-07-08 19:37:25.049,1002.20
2025-07-08 19:37:25.251,1002.10
2025-07-08 19:37:25.452,1002.10
2025-07-08 19:37:25.653,1002.40
2025-07-08 19:37:25.854,1002.40
2025-07-08 19:37:26.055,1002.40
2025-07-08 19:37:26.256,1002.20
2025-07-08 19:37:26.457,1002.20
2025-07-08 19:37:26.658,1001.90
2025-07-08 19:37:26.859,1001.90
2025-07-08 19:37:27.061,1001.90
2025-07-08 19:37:27.262,1001.70
2025-07-08 19:37:27.463,1001.70
2025-07-08 19:37:27.664,1001.90
2025-07-08 19:37:27.865,1001.90
2025-07-08 19:37:28.066,1001.90
2025-07-08 19:37:28.268,1002.00
2025-07-08 19:37:28.469,1002.00
2025-07-08 19:37:28.670,1002.20
2025-07-08 19:37:28.872,1002.20
2025-07-08 19:37:29.073,1002.20
2025-07-08 19:37:29.274,1001.60
2025-07-08 19:37:29.475,1001.60
2025-07-08 19:37:29.680,1002.10
2025-07-08 19:37:29.881,1002.10
2025-07-08 19:37:30.083,1002.10
2025-07-08 19:37:30.284,1002.20
2025-07-08 19:37:30.485,1002.20
2025-07-08 19:37:30.686,1002.30
2025-07-08 19:37:30.888,1002.30
2025-07-08 19:37:31.088,1002.30
2025-07-08 19:37:31.290,1002.20
2025-07-08 19:37:31.491,1002.20
2025-07-08 19:37:31.692,1001.80
2025-07-08 19:37:31.893,1001.80
2025-07-08 19:37:32.095,1001.80
2025-07-08 19:37:32.296,1002.30
2025-07-08 19:37:32.497,1002.30
2025-07-08 19:37:32.698,1001.40
2025-07-08 19:37:32.899,1001.40
2025-07-08 19:37:33.100,1001.40
2025-07-08 19:37:33.302,1001.90
2025-07-08 19:37:33.503,1001.90
2025-07-08 19:37:33.704,1001.50
2025-07-08 19:37:33.905,1001.50
2025-07-08 19:37:34.106,1001.50
2025-07-08 19:37:34.307,1002.20
2025-07-08 19:37:34.509,1002.20
2025-07-08 19:37:34.714,1002.20
2025-07-08 19:37:34.915,1002.20
2025-07-08 19:37:35.116,1002.20
2025-07-08 19:37:35.318,1002.20
2025-07-08 19:37:35.520,1002.20
2025-07-08 19:37:35.721,1002.40
2025-07-08 19:37:35.922,1002.40
2025-07-08 19:37:36.123,1002.40
2025-07-08 19:37:36.324,1002.50
2025-07-08 19:37:36.526,1002.50
2025-07-08 19:37:36.728,1002.00
2025-07-08 19:37:36.929,1002.00
2025-07-08 19:37:37.130,1002.00
2025-07-08 19:37:37.331,1001.90
2025-07-08 19:37:37.532,1001.90
2025-07-08 19:37:37.734,1002.70
2025-07-08 19:37:37.935,1002.70
2025-07-08 19:37:38.136,1002.70
2025-07-08 19:37:38.339,1001.80
2025-07-08 19:37:38.540,1001.80
2025-07-08 19:37:38.741,1001.90
2025-07-08 19:37:38.943,1001.90
2025-07-08 19:37:39.145,1001.70
2025-07-08 19:37:39.347,1001.70
2025-07-08 19:37:39.549,1001.70
2025-07-08 19:37:39.750,1001.70
2025-07-08 19:37:39.952,1001.70
2025-07-08 19:37:40.153,1002.10
2025-07-08 19:37:40.354,1002.10
2025-07-08 19:37:40.555,1002.10
2025-07-08 19:37:40.756,1001.90
2025-07-08 19:37:40.958,1001.90
2025-07-08 19:37:41.159,1001.50
2025-07-08 19:37:41.360,1001.50
2025-07-08 19:37:41.561,1001.50
2025-07-08 19:37:41.762,1002.20
2025-07-08 19:37:41.963,1002.20
2025-07-08 19:37:42.164,1001.90
2025-07-08 19:37:42.365,1001.90
2025-07-08 19:37:42.566,1001.90
2025-07-08 19:37:42.767,1002.10
2025-07-08 19:37:42.969,1002.10
2025-07-08 19:37:43.170,1001.50
2025-07-08 19:37:43.371,1001.50
2025-07-08 19:37:43.572,1001.50
2025-07-08 19:37:43.773,1002.20
2025-07-08 19:37:43.975,1002.20
2025-07-08 19:37:44.176,1001.90
2025-07-08 19:37:44.377,1001.90
2025-07-08 19:37:44.578,1001.90
2025-07-08 19:37:44.779,1001.80
2025-07-08 19:37:44.980,1001.80
2025-07-08 19:37:45.181,1001.40
2025-07-08 19:37:45.382,1001.40
2025-07-08 19:37:45.583,1001.40
2025-07-08 19:37:45.784,1001.90
2025-07-08 19:37:45.986,1001.90
2025-07-08 19:37:46.187,1002.10
2025-07-08 19:37:46.388,1002.10
2025-07-08 19:37:46.589,1002.10
2025-07-08 19:37:46.791,1001.70
2025-07-08 19:37:46.992,1001.70
2025-07-08 19:37:47.193,1002.10
2025-07-08 19:37:47.394,1002.10
2025-07-08 19:37:47.595,1002.10
2025-07-08 19:37:47.796,1002.00
2025-07-08 19:37:47.997,1002.00
2025-07-08 19:37:48.199,1001.80
2025-07-08 19:37:48.401,1001.80
2025-07-08 19:37:48.603,1001.80
2025-07-08 19:37:48.804,1001.90
2025-07-08 19:37:49.005,1001.90
2025-07-08 19:37:49.206,1001.80
2025-07-08 19:37:49.407,1001.80
2025-07-08 19:37:49.608,1001.80
2025-07-08 19:37:49.811,1002.00
2025-07-08 19:37:50.012,1002.00
2025-07-08 19:37:50.214,1001.90
2025-07-08 19:37:50.414,1001.90
2025-07-08 19:37:50.616,1001.90
2025-07-08 19:37:50.817,1002.10
2025-07-08 19:37:51.019,1002.10
2025-07-08 19:37:51.220,1001.50
2025-07-08 19:37:51.421,1001.50
2025-07-08 19:37:51.622,1001.50
2025-07-08 19:37:51.823,1001.70
2025-07-08 19:37:52.024,1001.70
2025-07-08 19:37:52.225,1001.40
2025-07-08 19:37:52.425,1001.40
2025-07-08 19:37:52.626,1001.40
2025-07-08 19:37:52.828,1002.00
2025-07-08 19:37:53.029,1002.00
2025-07-08 19:37:53.229,1001.60
2025-07-08 19:37:53.431,1001.60
2025-07-08 19:37:53.632,1001.60
2025-07-08 19:37:53.833,1001.80
2025-07-08 19:37:54.034,1001.80
2025-07-08 19:37:54.235,1001.80
2025-07-08 19:37:54.436,1001.80
2025-07-08 19:37:54.638,1001.80
2025-07-08 19:37:54.839,1001.70
2025-07-08 19:37:55.040,1001.70
2025-07-08 19:37:55.241,1002.10
2025-07-08 19:37:55.443,1002.10
2025-07-08 19:37:55.644,1001.70
2025-07-08 19:37:55.845,1001.70
2025-07-08 19:37:56.046,1001.70
2025-07-08 19:37:56.247,1001.60
2025-07-08 19:37:56.448,1001.60
2025-07-08 19:37:56.649,1001.50
2025-07-08 19:37:56.851,1001.50
2025-07-08 19:37:57.052,1001.50
2025-07-08 19:37:57.253,1002.10
2025-07-08 19:37:57.454,1002.10
2025-07-08 19:37:57.658,1002.40
2025-07-08 19:37:57.859,1002.40
2025-07-08 19:37:58.061,1002.40
2025-07-08 19:37:58.262,1002.00
2025-07-08 19:37:58.463,1002.00
2025-07-08 19:37:58.665,1001.70
2025-07-08 19:37:58.867,1001.70
2025-07-08 19:37:59.068,1001.70
2025-07-08 19:37:59.269,1002.00
2025-07-08 19:37:59.471,1002.00
2025-07-08 19:37:59.672,1001.90
2025-07-08 19:37:59.874,1001.90
2025-07-08 19:38:00.075,1001.90
2025-07-08 19:38:00.276,1001.90
2025-07-08 19:38:00.477,1001.90
2025-07-08 19:38:00.678,1001.70
2025-07-08 19:38:00.879,1001.70
2025-07-08 19:38:01.081,1001.70
2025-07-08 19:38:01.282,1001.60
2025-07-08 19:38:01.484,1001.60
2025-07-08 19:38:01.685,1002.10
2025-07-08 19:38:01.886,1002.10
2025-07-08 19:38:02.088,1002.10
2025-07-08 19:38:02.289,1001.60
2025-07-08 19:38:02.490,1001.60
2025-07-08 19:38:02.691,1002.20
2025-07-08 19:38:02.892,1002.20
2025-07-08 19:38:03.094,1002.20
2025-07-08 19:38:03.296,1002.00
2025-07-08 19:38:03.497,1002.00
2025-07-08 19:38:03.698,1001.90
2025-07-08 19:38:03.899,1001.90
2025-07-08 19:38:04.102,1001.90
2025-07-08 19:38:04.303,1001.90
2025-07-08 19:38:04.504,1001.90
2025-07-08 19:38:04.705,1001.80
2025-07-08 19:38:04.906,1001.80
2025-07-08 19:38:05.107,1001.80
2025-07-08 19:38:05.309,1001.60
2025-07-08 19:38:05.510,1001.60
2025-07-08 19:38:05.711,1002.00
2025-07-08 19:38:05.912,1002.00
2025-07-08 19:38:06.113,1002.00
2025-07-08 19:38:06.315,1001.90
2025-07-08 19:38:06.516,1001.90
2025-07-08 19:38:06.717,1002.30
2025-07-08 19:38:06.918,1002.30
2025-07-08 19:38:07.119,1002.30
2025-07-08 19:38:07.320,1001.40
2025-07-08 19:38:07.522,1001.40
2025-07-08 19:38:07.723,1002.30
2025-07-08 19:38:07.925,1002.30
2025-07-08 19:38:08.127,1002.30
2025-07-08 19:38:08.328,1002.30
2025-07-08 19:38:08.529,1002.30
2025-07-08 19:38:08.731,1001.70
2025-07-08 19:38:08.932,1001.70
2025-07-08 19:38:09.134,1001.70
2025-07-08 19:38:09.336,1001.70
2025-07-08 19:38:09.538,1001.70
2025-07-08 19:38:09.739,1001.30
2025-07-08 19:38:09.940,1001.30
2025-07-08 19:38:10.142,1001.80
2025-07-08 19:38:10.343,1001.80
2025-07-08 19:38:10.544,1001.80
2025-07-08 19:38:10.745,1002.50
2025-07-08 19:38:10.948,1002.50
2025-07-08 19:38:11.149,1002.00
2025-07-08 19:38:11.350,1002.00
2025-07-08 19:38:11.552,1002.00
2025-07-08 19:38:11.753,1002.10
2025-07-08 19:38:11.954,1002.10
2025-07-08 19:38:12.156,1001.90
2025-07-08 19:38:12.357,1001.90
2025-07-08 19:38:12.558,1001.90
2025-07-08 19:38:12.760,1002.00
2025-07-08 19:38:12.961,1002.00
2025-07-08 19:38:13.162,1001.90
2025-07-08 19:38:13.363,1001.90
2025-07-08 19:38:13.564,1001.90
2025-07-08 19:38:13.766,1002.30
2025-07-08 19:38:13.967,1002.30
2025-07-08 19:38:14.168,1001.30
2025-07-08 19:38:14.370,1001.30
2025-07-08 19:38:14.571,1001.30
2025-07-08 19:38:14.772,1001.30
2025-07-08 19:38:14.974,1001.30
2025-07-08 19:38:15.175,1001.60
2025-07-08 19:38:15.376,1001.60
2025-07-08 19:38:15.577,1001.60
2025-07-08 19:38:15.778,1001.60
2025-07-08 19:38:15.979,1001.60
2025-07-08 19:38:16.181,1001.40
2025-07-08 19:38:16.382,1001.40
2025-07-08 19:38:16.583,1001.40
2025-07-08 19:38:16.784,1001.30
2025-07-08 19:38:16.985,1001.30
2025-07-08 19:38:17.187,1001.40
2025-07-08 19:38:17.388,1001.40
2025-07-08 19:38:17.589,1001.40
2025-07-08 19:38:17.790,1001.80
2025-07-08 19:38:17.991,1001.80
2025-07-08 19:38:18.192,1001.50
2025-07-08 19:38:18.393,1001.50
2025-07-08 19:38:18.594,1001.50
2025-07-08 19:38:18.795,1000.90
2025-07-08 19:38:18.997,1000.90
2025-07-08 19:38:19.198,1001.00
2025-07-08 19:38:19.399,1001.00
2025-07-08 19:38:19.600,1001.00
2025-07-08 19:38:19.802,1001.40
2025-07-08 19:38:20.003,1001.40
2025-07-08 19:38:20.204,1001.30
2025-07-08 19:38:20.405,1001.30
2025-07-08 19:38:20.607,1001.30
2025-07-08 19:38:20.808,1002.10
2025-07-08 19:38:21.009,1002.10
2025-07-08 19:38:21.210,1001.20
2025-07-08 19:38:21.411,1001.20
2025-07-08 19:38:21.612,1001.20
2025-07-08 19:38:21.813,1001.60
2025-07-08 19:38:22.015,1001.60
2025-07-08 19:38:22.217,1001.60
2025-07-08 19:38:22.418,1001.60
2025-07-08 19:38:22.619,1001.60
2025-07-08 19:38:22.820,1001.20
2025-07-08 19:38:23.022,1001.20
2025-07-08 19:38:23.223,1001.60
2025-07-08 19:38:23.426,1001.60
